query,lat,lng,formatted
"Milborne St, Hackney E9, London, UK, London, UK",51.54347730,-0.04854600,"Milborne St, London E9, UK"
"East India Dock Rd, London, UK
Poplar, Greater London E14, London, UK, London, UK",51.51133920,-0.01128040,"E India Dock Rd, London E14, UK"
"Thomas Road E14, London, UK, London, UK",51.51539560,-0.02662920,"Thomas Rd, London E14, UK"
"Manchester Road, Cubitt Town, E14, London, UK, London, UK",51.49447190,-0.00849490,"Manchester Rd, London E14, UK"
"Bolinn Road, Deptford, SE16, London, UK, London, UK",51.48079880,-0.02310990,"Deptford, London, UK"
"Avonley Road, Newcross, SE14, London, UK, London, UK",51.47894520,-0.05037170,"Avonley Rd, London SE14, UK"
"15-21 Hundson Road, Newcross, SE14, London, UK, London, UK",51.46593260,0.13808160,"15 Hudson Rd, Bexleyheath DA7 4QE, UK"
"25, Upcott Street, SE15, London, UK, London, UK",51.47032690,-0.06152370,"London SE15, UK"
"Jeringham Road, Newcross, SE14, London, UK, London, UK",51.47467810,-0.04112310,"Jerningham Rd, London SE14, UK"
"26 Bushmoor Crescent, Plumstead, SE18, London, UK, London, UK",51.47384810,0.07108150,"26 Bushmoor Cres, London SE18 3EF, UK"
"22 Matlock Street, Poplar, Greater London E14 7, London, UK, London, UK",51.51547680,-0.03961080,"22 Matlock St, London E14 7NN, UK"
"Burdett Road, E3, London, UK, London, UK",51.52092500,-0.03276320,"Burdett Rd, London E3, UK"
"Dudgeons Wharf, Manchester Road, Cubitt town, E14, London, UK, London, UK",51.49191070,-0.00328650,"Dudgeon’s Wharf - Firefighters Memorial, 46 Sextant Ave, London E14 3DX, UK"
"Transporter Yard, East Ferry Road, Millwall, E14, London, UK, London, UK",51.49352160,-0.01444010,"E Ferry Rd, London E14, UK"
"207 Waller Road, Newcross, SE14, London, UK, London, UK",51.46842740,-0.04707130,"207 Waller Rd, London SE14 5LX, UK"
"Riverway, Blackwall Lane, East Greenwich, SE10, London, UK, London, UK",51.48951970,0.00871060,"Blackwall Ln, London SE10, UK"
"94-120, Riverway, Blackwall Lane, East Greenwich, SE10, London, UK, London, UK",51.48951970,0.00871060,"Blackwall Ln, London SE10, UK"
"100-108 Riverway, Blackwall Lane, East Greenwich, SE10, London, UK, London, UK",51.48951970,0.00871060,"Blackwall Ln, London SE10, UK"
"North Atlantic Import Shed, Finland Yard Surrey, Commercial Docks, SE16, London, UK, London, UK",51.50721780,-0.12758620,"London, UK"
"2 Hick Street, Rotherhithe, SE16, London, UK, London, UK",51.48821760,-0.03979190,"2 Hicks St, London SE8 5DG, UK"
"Priory Place, Well Street, Hackney E9, London, UK, London, UK",51.54165410,-0.04886020,"Well St, London, UK"
"275 Bancroft Road, Tower Hamlets London E1, London, UK, London, UK",51.52446640,-0.04266940,"275 Bancroft Rd, Bethnal Green, London E1 4DG, UK"
"4 Ainsworth Road, Hackney, E2, London, UK, London, UK",51.53963300,-0.05099460,"4 Ainsworth Rd, London E9 7LP, UK"
"North Woolwich Roads E, London, UK, London, UK",51.50231970,0.03040640,"N Woolwich Rd, London E16, UK"
"307 Stepney Way E1, London, UK, London, UK",51.51672340,-0.04535130,"307 Stepney Way, Stepney Green, London E1 3DH, UK"
"Glengall Grove, Millwall, E14, London, UK, London, UK",51.49565560,-0.01240220,"Glengall Grove, London E14, UK"
"112 Waller Road, Newcross, SE14, London, UK, London, UK",51.46970250,-0.04809610,"112 Waller Rd, London SE14 5LU, UK"
"Lewisham High Street, Se13, London, UK, London, UK",51.45795000,-0.01312470,"Lewisham High St, London SE13, UK"
"97 Ainsworth Road, Hackney E9, London, UK, London, UK",51.53873010,-0.04996430,"97 Ainsworth Rd, London E9 7TS, UK"
"Wellington Way Buildings, Wellington Way, Bow E3, London, UK, London, UK",51.52541520,-0.02476580,"Wellington Way, London E3, UK"
"Stebondale St, London, UK
Poplar, Greater London E14 3, London, UK, London, UK",51.48938880,-0.00893020,"Stebondale St, London E14, UK"
"Bow Rd, London, UK
Poplar, Greater London E3, London, UK, London, UK",51.52751310,-0.02350280,"Bow Rd, London E3, UK"
"Old Gravel Lane, Wapping E1, London, UK, London, UK",51.51547220,-0.07626490,"Gravel Ln, London E1, UK"
"Axminster Road, Holloway, N7, London, UK, London, UK",51.56092510,-0.11828970,"Axminster Rd, London N7, UK"
"Waller Road, Newcross, SE14, London, UK, London, UK",51.47067400,-0.04827390,"Waller Rd, London SE14, UK"
"Loampit Vale Lewisham, SE13, London, UK, London, UK",51.46472690,-0.01654110,"Loampit Vale, London SE13, UK"
"Canon Wharf, Evelyn Street, Deptford,SE8, London, UK, London, UK",51.49151600,-0.03912790,"Cannon Wharf, 610 Pell St, London SE8 5EN, UK"
"97 Stebondal Street Cubitt Town E14, London, UK, London, UK",51.49718600,-0.00904700,"Cubitt Town, London E14 3JP, UK"
"48 Stebondale Street, Cubitt Town E14, London, UK, London, UK",51.49013390,-0.00829940,"48 Stebondale St, London E14, UK"
"75, Stebondale Street Cubitt Town E14, London, UK, London, UK",51.49044480,-0.00841870,"75 Stebondale St, London E14 3BX, UK"
"White Horse Rd, Tower Hamlets, London E1, UK, London, UK, London, UK",51.51455410,-0.04056770,"White Horse Rd, London E1, UK"
"Childeric Road, Newcross, SE14, No's 21-61 and 10 40, London, UK, London, UK",51.47681940,-0.03757220,"Childeric Rd, London SE14, UK"
"Ruddigore Road, Newcross, SE14, No's 2-16 and 1-9 , London, UK, London, UK",51.49414670,-0.16496440,"9, 2 First St, London SW3 2LD, UK"
"Ruddigore Road, Newcross, SE14, , London, UK, London, UK",51.47632220,-0.03229430,"New Cross, New Cross station, Greater, off Amersham Vale, New Cross Rd, London SE14 6LD, UK"
"12 Street Austell Rd, Lewisham, Greater London SE13 7, London, UK, London, UK",51.46875800,-0.00871100,"St. Austell Road, Blackheath, London SE13 7PL, UK"
"215 Brockley Road, Forest Hill, SE23, London, UK, London, UK",51.46042480,-0.03388070,"215 Brockley Rd, London SE4 2SA, UK"
"110 Gosterwood Street, Deptford, SE8, London, UK, London, UK",51.48394830,-0.03813030,"110 Gosterwood St, London SE8 5NY, UK"
"81 Plough Way, Rotherhithe SE16, London, UK, London, UK",51.49271620,-0.04134670,"81 Plough Way, London SE16 7AE, UK"
"4 Ainsworth RD, Hackney, E9, London, UK, London, UK",51.53963300,-0.05099460,"4 Ainsworth Rd, London E9 7LP, UK"
"Addington Road, Bow E3, London, UK, London, UK",51.52818300,-0.02347420,"Addington Rd, Bow, London E3, UK"
"86, Manchester Road, Cubitt Town E14, London, UK, London, UK",51.48745540,-0.01032570,"86 Manchester Rd, London E14 3BD, UK"
"9 Merchant Street Bow, E3, London, UK, London, UK",51.52564780,-0.02658510,"9 Merchant St, London E3, UK"
"33 Merchant Street, Bow, E3, London, UK, London, UK",51.52560840,-0.02652960,"33 Merchant St, London E3, UK"
"78 Merchant Street, Bow, E3, London, UK, London, UK",51.52558480,-0.02646870,"78 Merchant St, London E3, UK"
"13 Bartram Road, Brockley, SE4, London, UK, London, UK",51.45288720,-0.03952860,"13 Bartram Rd, London SE4 2DQ, UK"
"11 Bartram Road, Brockley, SE4, London, UK, London, UK",51.45288640,-0.03944370,"11 Bartram Rd, London SE4 2DQ, UK"
"75 Chilton Grove,Deptford SE8, London, UK, London, UK",51.49196340,-0.04063970,"75 Chilton Grove, London SE8, UK"
"Stepney Green, E1, London, UK, London, UK",51.51688960,-0.04981820,"Stepney Green, London E1, UK"
"Stepney Causeway, Stepney, E1, London, UK, London, UK",51.51229870,-0.04509970,"Stepney Causeway, London E1, UK"
"Latimer Street, Stepney, E1, London, UK, London, UK",51.52222540,-0.04915740,"Stepney, London E1, UK"
"293, Tunnel Avenue, Greenwich SE10, London, UK, London, UK",51.49874200,0.00123110,"293 Tunnel Ave, London SE10 0QH, UK"
"Clemence St, London, UK
Poplar, Greater London E14 7, London, UK, London, UK",51.51605980,-0.03164030,"Clemence St, London E14, UK"
"Locksley St, Tower Hamlets, London E14 7EJ, London, UK, London, UK",51.51673920,-0.03100280,"Locksley St, London E14 7EJ, UK"
"270 Ardgowan Road, Catford, SE6, 293 Torridon Road Catford SE6, London, UK, London, UK",51.43723000,-0.00082560,"270 Ardgowan Rd, London SE6 1XA, UK"
"38a Stondon Park, Forest Hill, SE23, London, UK, London, UK",51.45111710,-0.04004310,"38A Stondon Park, London SE23 1JZ, UK"
"Blackhorse Road, Deptford SE8, London, UK, London, UK",51.48488160,-0.03714800,"Blackhorse Rd, London SE8, UK"
"209a, Mile End Road E1, London, UK, London, UK",51.52218640,-0.04560060,"209 Mile End Rd, Bethnal Green, London E1 4AA, UK"
"15, Harford Street, Stepney E2, London, UK, London, UK",51.52246320,-0.03952750,"15 Harford St, London E1 4PQ, UK"
"35 Grantely Street, Mile End E1, London, UK, London, UK",51.52337280,-0.04360780,"e1, 35 Grantley St, Bethnal Green, London E1 4BN, UK"
"Drawn Buildings, Adelina Grove, Stepney E1, London, UK, London, UK",51.51947430,-0.05437750,"Adelina Grove, London E1, UK"
"Street Clement's Hostel, Bow Road E3, London, UK, London, UK",51.52565800,-0.02956750,"St Clements Ave, Bow, London E3, UK"
"28, Bow Road, Bow E3, London, UK, London, UK",51.52663420,-0.02631090,"28 Bow Rd, Bow, London E3 4LN, UK"
"113-149 Stebondale Street. Cubitt Town E14, London, UK, London, UK",51.49098690,-0.00815300,"113 Stebondale St, London E14, UK"
"156-194 Stebondale Street Cubitt Town E14, London, UK, London, UK",51.49104640,-0.00789180,"156 Stebondale St, London E14, UK"
"101-111 Stebondale Street, Cubitt Town E14, London, UK, London, UK",51.49098690,-0.00815300,"101 Stebondale St, London E14, UK"
"38 Cayley Street, E14, London, UK, London, UK",51.51556770,-0.03819410,"Aston St, London E14 7NG, UK"
"Harford Street E1, London, UK, London, UK",51.52068330,-0.03897870,"Harford St, London E1, UK"
"Gibbon Road, Camberwell, SE15, London, UK, London, UK",51.46732020,-0.05122950,"Gibbon Rd, London SE15, UK"
"733b, Old Kent Road, SE15, London, UK, London, UK",51.48107280,-0.05995490,"733 Old Kent Rd, London SE15 1JL, UK"
"735-737 Old Kent Road SE15, London, UK, London, UK",51.48108890,-0.05986830,"735 Old Kent Rd, London SE15 1JL, UK"
"Buchan Road, Camberwell, SE15, London, UK, London, UK",51.46563060,-0.05331920,"Buchan Rd, London SE15, UK"
"Lewisham high Street SE13, London, UK, London, UK",51.45795000,-0.01312470,"Lewisham High St, London SE13, UK"
"Lower Road, Rotherhithe, SE16, London, UK, London, UK",51.49469060,-0.05020680,"Lower Rd, London SE16, UK"
"A Yard, Millwall Dock E14, London, UK, London, UK",51.49635150,-0.02427450,"Millwall Dock Rd, London E14, UK"
"84a, West Ferry Road, Millwall E14, London, UK, London, UK",51.49857150,-0.02606590,"84 Westferry Rd, London E14 8JE, UK"
"Dunoon Road, Forest Hill, SE23, London, UK, London, UK",51.44752480,-0.05186560,"Dunoon Rd, London SE23, UK"
"Knoyle Street, New Cross, SE14, London, UK, London, UK",51.48212800,-0.04105820,"Knoyle St, London SE14, UK"
"Mornington Road, Bow E3, London, UK, London, UK",51.52722110,-0.02416550,"Mornington Grove, Bow, London E3, UK"
"32, Devas Street, Poplar E14, London, UK, London, UK",51.52320240,-0.01448700,"32 Devas St, London E3 3LN, UK"
"45-47 Mile End Road, Stepney, E1, London, UK, London, UK",51.52078530,-0.05313960,"45 Mile End Rd, Bethnal Green, London E1, UK"
"Spert St, London, UK
Tower Hamlets, London E14 8EB, London, UK, London, UK",51.51039640,-0.04052800,"Spert St, London E14 8EB, UK"
"13 Bartham Road, Brockley, SE4, London, UK, London, UK",51.45288720,-0.03952860,"13 Bartram Rd, London SE4 2DQ, UK"
"Bow Road, Bow E3, London, UK, London, UK",51.52751310,-0.02350280,"Bow Rd, Bow, London E3, UK"
"62 Ashton Street E14, London, UK, London, UK",51.51089050,-0.00833140,"62 Ashton St, London E14 0EW, UK"
"Cottage Street, Poplar, E14, London, UK, London, UK",51.50984360,-0.01472020,"Cottage St, London E14, UK"
"Commercial Rd, Poplar, Greater London E1, London, UK, London, UK",51.51224390,-0.02953250,"Commercial Rd, London, UK"
"51 Lewisham Hill, SE13, London, UK, London, UK",51.46800750,-0.00921270,"51A Lewisham Hill, Blackheath, London SE13 7PL, UK"
"53 Lewisham Hill, SE13, London, UK, London, UK",51.46806190,-0.00899440,"53 Lewisham Hill, Blackheath, London SE13 7PL, UK"
"55 Lewisham Hill, SE13, London, UK, London, UK",51.46824790,-0.00901350,"55B Lewisham Hill, Blackheath, London SE13 7PL, UK"
"57 Lewisham Hill, SE13, London, UK, London, UK",51.46849600,-0.00901250,"57 Lewisham Hill, Blackheath, London SE13 7PL, UK"
"Carlton Works, Glengall Grove, Millwall, E14, London, UK, London, UK",51.49565560,-0.01240220,"Glengall Grove, London E14, UK"
"309, New Cross Road, New Cross SE14, London, UK, London, UK",51.47571390,-0.03776360,"309 New Cross Rd, London SE14 6AS, UK"
"Woolwich Road, Charlton, SE10, London, UK, London, UK",51.48612160,0.01318970,"Woolwich Rd, London SE10, UK"
"72, Codrington Hill, Forest Hill, SE23, London, UK, London, UK",51.44858070,-0.03565690,"72 Codrington Hill, London SE23 1ND, UK"
"5 Stondon Park, Forest Hill, SE23, London, UK, London, UK",51.45158960,-0.03931590,"5 Stondon Park, London SE23 1LB, UK"
"24 Codrington Hill, Forest Hill, SE23, London, UK, London, UK",51.44786560,-0.03903640,"24 Codrington Hill, London SE23 1LW, UK"
"14, Glaskin Mews E9, London, UK, London, UK",51.54128800,-0.04111140,"London E9, UK"
"Methodist Church, Stebondale Street, Cubitt Town E14. 151-163 Stebondale Street Cubitt Town E14. 100-124 Stebondale Street Cubitt Town E14, London, UK, London, UK",51.49098690,-0.00815300,"151 Stebondale St, London E14, UK"
"North Side, Import Dock, West India Docks E14, London, UK, London, UK",51.50252346,-0.01832474,"South Dock, London E14, UK"
"Lying at North Side Import Dock, West India Docks E14, London, UK, London, UK",51.50252346,-0.01832474,"South Dock, London E14, UK"
"Masters Street E1, London, UK, London, UK",51.51931250,-0.04092390,"Master's St, London E1, UK"
"Tidey Street E14, London, UK, London, UK",51.51963970,-0.02194710,"Tidey St, London E3, UK"
"Street Paul's Way, E3, London, UK, London, UK",51.51718700,-0.02973850,"St Paul's Way, London, UK"
"Raine Street, Tower Hamlets, London E1W, London, UK, London, UK",51.50640190,-0.05775070,"Raine St, London E1W, UK"
"272 New Cross Road, SE15, London, UK, London, UK",51.47491230,-0.03966290,"272 New Cross Rd, London SE14 6AA, UK"
"Aston Street E14, London, UK, London, UK",51.51085740,-0.00865930,"Ashton St, London E14, UK"
"West Ferry Road, Millwall E14, London, UK, London, UK",51.49830220,-0.02589880,"Westferry Rd, London E14, UK"
"Stockholme Street, Rotherhithe, SE16, London, UK, London, UK",51.48508050,-0.05154280,"Stockholm Rd, London SE16, UK"
"Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK, London, UK",51.49816870,-0.00883520,"Manchester Rd, London E14 3ZT, UK"
"Leven Street, Poplar, E14, London, UK, London, UK",51.51541950,-0.00504140,"Leven Rd, Aberfeldy Village, London E14, UK"
"St. Leonard's Wharf, Brunswick Road, Poplar E14, London, UK, London, UK",51.51230740,-0.00766770,"Brunswick Rd, London E14, UK"
"Narrow Street, Limehouse, E14, London, UK, London, UK",51.50987110,-0.03825320,"Narrow St, London E14, UK"
"45 Yatton street, Poplar, E14, London, UK, London, UK",51.50975020,-0.01759500,"London E14, UK"
"583, Commercial Road, Stepney E1, London, UK, London, UK",51.51326510,-0.04293240,"583 Commercial Rd, Ratcliff, London E1 0HJ, UK"
"South Side Coal Wharf, Mile End Road E3, London, UK, London, UK",51.52566650,-0.03211040,"Mile End Rd, London E3, UK"
"Selsey Street E14, London, UK, London, UK",51.51714260,-0.02433520,"Selsey St, London E14, UK"
"333/339, Mile End Road E1, London, UK, London, UK",51.52401130,-0.03837600,"333, 339 Mile End Rd, Bethnal Green, London E1 4NS, UK"
"Mile End Road, E, London, UK, London, UK",51.52250740,-0.04184500,"Mile End Rd, London, UK"
"Advance House, Talwin Street, Bromley E3, London, UK, London, UK",51.52539550,-0.01370360,"Talwin St, London E3, UK"
"94 St.Leonard's Road, Poplar, E14, London, UK, London, UK",51.51422690,-0.00937560,"94 St. Leonards Rd, London E14 0QU, UK"
"Tooke Street, Millwall E14, London, UK, London, UK",51.49810020,-0.02554400,"165 Westferry Rd, London E14 8NH, UK"
"11 Tooke Street, Millwall E14, London, UK, London, UK",51.49810020,-0.02554400,"165 Westferry Rd, London E14 8NH, UK"
"Street Leonards Road, Poplar, E14, London, UK, London, UK",51.51543860,-0.01106820,"St. Leonards Rd, London E14, UK"
"Import Dock, East India Docks, Poplar E14, London, UK, London, UK",51.50252346,-0.01832474,"South Dock, London E14, UK"
"Street Leonard's Road, Poplar E14, London, UK, London, UK",51.51543860,-0.01106820,"St. Leonards Rd, London E14, UK"
"Eastern Dock, 10 Warehouse, London Dock, E1, London, UK, London, UK",51.51160920,-0.02754700,"10 E India Dock Rd, London E14 6JJ, UK"
"St. James' Church, St. James'  Road, Newcross, SE14, London, UK, London, UK",51.47371200,-0.03823800,"Hatcham Church Hall, St James's, London SE14 6AD, UK"
"Commercial Road, Stepney  E1, London, UK, London, UK",51.51437380,-0.05593020,"Commercial Rd, London E1, UK"
"122 Lewisham High Street, Lewisham SE13, London, UK, London, UK",51.46197130,-0.01116030,"122 Lewisham High St, London SE13 6JG, UK"
"Dundee Wharf, Limehouse, E14, London, UK, London, UK",51.50806550,-0.02997320,"Dundee Wharf, London E14, UK"
"566, Cable Street , Stepney E1, London, UK, London, UK",51.51148770,-0.04271040,"Thames House, 566 Cable St, London E1W 3HB, UK"
"24, Maria Street, Millwall E14, London, UK, London, UK",51.49890920,-0.02455190,"Millwall, London E14, UK"
"52 Malabar Street, Millwall, E14, London, UK, London, UK",51.49858920,-0.02401580,"52 Malabar St, London E14, UK"
"733, Old Kent Road, SE15, London, UK, London, UK",51.48107280,-0.05995490,"733 Old Kent Rd, London SE15 1JL, UK"
"Morant St, London, UK
Poplar, Greater London E14, London, UK, London, UK",51.51013990,-0.02197690,"Morant St, London E14, UK"
"Harford Street, Stepney, E1, London, UK, London, UK",51.52068330,-0.03897870,"Harford St, London E1, UK"
"13 Laurie Grove, Deptford, SE14, London, UK, London, UK",51.47478500,-0.03710050,"13 Laurie Grove, London SE14 6NH, UK"
"Town Hall, Newcross, SE14, London, UK, London, UK",51.47632220,-0.03229430,"New Cross, New Cross station, Greater, off Amersham Vale, New Cross Rd, London SE14 6LD, UK"
"Vesta Road, Newcross, SE14, London, UK, London, UK",51.46876650,-0.03771430,"Vesta Rd, London SE14, UK"
"131 Pepy's Road, Newcross, SE14, London, UK, London, UK",51.46902060,-0.04464720,"131 Pepys Rd, London SE14 5SE, UK"
"129 Pepy's Road, Newcross, SE14, London, UK, London, UK",51.46893030,-0.04384560,"129 Pepys Rd, London SE14 5SE, UK"
"123 Pepy's Road, Newcross, SE14, London, UK, London, UK",51.46916710,-0.04412190,"123B Pepys Rd, London SE14 5SE, UK"
"97 Pepy's Road, Newcross, SE14, London, UK, London, UK",51.47006170,-0.04407980,"97A Pepys Rd, London SE14 5SE, UK"
"23 Pepy's Road, Newcross, SE14, London, UK, London, UK",51.47290730,-0.04512920,"23 Pepys Rd, London SE14 5SA, UK"
"91 Pepy's Road, Newcross, SE14, London, UK, London, UK",51.47026310,-0.04424520,"91 Pepys Rd, London SE14 5SE, UK"
"53 Stewart Road, Nunhead, SE15, London, UK, London, UK",51.45850880,-0.05203940,"53 Stuart Rd, London SE15 3BE, UK"
"poplar Docks, Preston Road, Poplar, E14, London, UK, London, UK",51.50634350,-0.00794770,"Boardwalk Pl, London E14 5SH, UK"
"21 Pepy's Road, Newcross, SE14, London, UK, London, UK",51.47302250,-0.04506360,"21 Pepys Rd, London SE14 5SA, UK"
"29 Pepy's Road, Newcross, SE14, London, UK, London, UK",51.47270870,-0.04503530,"29 Pepys Rd, London SE14 5SA, UK"
"Newcross Gate, Newcross, SE14, London, UK, London, UK",51.47503680,-0.04034210,"New Cross Gate, New Cross Rd, London SE14 6AR, UK"
"104 Skidmore street. Stepney, E1, London, UK, London, UK",51.52222540,-0.04915740,"Stepney, London E1, UK"
"Deptford Church Street, SE8, London, UK, London, UK",51.47783320,-0.02277760,"Deptford Church St, London SE8, UK"
"Coutts Road E.3, London, UK, London, UK",51.50721780,-0.12758620,"London, UK"
"North Quay, West, India Docks, E14, London, UK, London, UK",51.50252346,-0.01832474,"South Dock, London E14, UK"
"141 Jeringham Road, Newcross SE14, London, UK, London, UK",51.46992410,-0.04164910,"141 Jerningham Rd, London SE14 5NJ, UK"
"150 Jeringham Road, Newcross SE14, London, UK, London, UK",51.46891920,-0.04336290,"150A Jerningham Rd, London SE14 5NL, UK"
"165 Jeringham Road, Newcross SE14, London, UK, London, UK",51.46869620,-0.04290390,"165 Jerningham Rd, London SE14 5NJ, UK"
"Newcross Road, Opposite tram depot, Newcross SE14, London, UK, London, UK",51.47574630,-0.03535750,"New Cross Rd, London SE14, UK"
"146 Jeringham Road Newcross, SE14, London, UK, London, UK",51.46907360,-0.04323600,"146 Jerningham Rd, London SE14 5NL, UK"
"24 Lewisham Way, Lewisham SE, London, UK, London, UK",51.46874080,-0.02772390,"24 Lloyd Villas, Lewisham Way, London SE4 1US, UK"
"123 St. Asaph's Rpad, Brokeley, SE4, London, UK, London, UK",51.46461220,-0.04287610,"123 St Asaph Rd, London SE4 2DZ, UK"
"87 Foxberry Road, Brockley, SE4, London, UK, London, UK",51.46154540,-0.03612260,"87 Foxberry Rd, London SE4 2SS, UK"
"2-8 Odessa Street, Rotherhithe Street Se16, London, UK, London, UK",51.49846550,-0.03420840,"2 Odessa St, London SE16 5UH, UK"
"South Wharf River, Ambulance Service, Rotherhithe Street, SE16, London, UK, London, UK",51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK"
"2-119 Elgar Street, Rotherhithe, SE16, London, UK, London, UK",51.49789800,-0.03574190,"2 Elgar St, London SE16 7QF, UK"
"591, Commercial Road, Stepney E1, London, UK, London, UK",51.51298030,-0.04188690,"591 Commercial Rd, Stepney Green, London E1 0HJ, UK"
"91 Shandy Street, Stepney, E1, London, UK, London, UK",51.52072690,-0.04124800,"91 Shandy St, London E1 4ST, UK"
"83 Ernest Street, Stepney, E1, London, UK, London, UK",51.52157140,-0.04201550,"83 Ernest St, London E1, UK"
"61 Ernest Street, Stepney E1, London, UK, London, UK",51.52157140,-0.04201550,"61 Ernest St, London E1, UK"
"15 Shandy Street, E1, London, UK, London, UK",51.52056970,-0.04239330,"e1, 15 Shandy St, London E1 4LX, UK"
"112 Harford Street, Stepney E1, London, UK, London, UK",51.51996990,-0.03886340,"112 Harford St, London E1 4RL, UK"
"66 Shandy Street, Stepney E1, London, UK, London, UK",51.52033050,-0.04269880,"66 Shandy St, London E1 3NP, UK"
"91 Stebondale Street, Cubbitt Town, E14, London, UK, London, UK",51.49098690,-0.00815300,"91 Stebondale St, London E14, UK"
"St. John's  Church, Woodman Street, North Woolwich, E16, London, UK, London, UK",51.50126590,0.06692530,"Woodman St & Church St, London E16 2NF, UK"
"116 Erlanger Road, Newcross, SE14, London, UK, London, UK",51.46998720,-0.04643520,"116 Erlanger Rd, London SE14 5TJ, UK"
"102 Erlanger Road, Newcross, SE14, London, UK, London, UK",51.47047260,-0.04659850,"102 Erlanger Rd, London SE14 5TH, UK"
"4 Brandham Road, Lee SE12, London, UK, London, UK",51.44933310,0.02048370,"Lee, London, UK"
"2 Brandham Road Lee SE12, London, UK, London, UK",51.44933310,0.02048370,"Lee, London, UK"
"1 Brandham Road Lee SE12, London, UK, London, UK",51.44933310,0.02048370,"Lee, London, UK"
"Dowanhill Road, Catford, SE6, London, UK, London, UK",51.44012760,-0.00882650,"Dowanhill Rd, London SE6, UK"
"Berger Hall Empson Street, Bromley-by-Bow E3, London, UK, London, UK",51.52782080,-0.01283730,"Bromley By Bow, London, UK"
"31, 33, and 35, Venue St, Poplar E14 , London, UK, London, UK",51.51902430,-0.01212300,"35 Venue St, London E14 6QA, UK"
"Venue Street, Tower Hamlets, London E14 6QA, London, UK, London, UK",51.51902800,-0.01207280,"Venue St, London E14 6QA, UK"
"7 Birkhall Road, Catford SE6, London, UK, London, UK",51.43947060,-0.00389840,"7A Birkhall Rd, London SE6 1TF, UK"
"403-405 East India Dock Road, Poplar E14, London, UK, London, UK",51.51287440,-0.00020940,"403 E India Dock Rd, London E14 0GJ, UK"
"Shandy Street, E.1, London, UK, London, UK",51.52030440,-0.04375520,"1 Shandy St, London E1 4LX, UK"
"Blackheath SE10, London, UK, London, UK",51.48084960,-0.00292900,"London SE10, UK"
"Blackheath Hill, Blackheath Se10, London, UK, London, UK",51.47274910,-0.00858290,"Blackheath Hill, Blackheath, London SE10, UK"
"7 Braywood Road, Eltham SE9, London, UK, London, UK",51.45845780,0.08239530,"7 Braywood Rd, London SE9 2RH, UK"
"Mile End RD E, London, UK, London, UK",51.52250740,-0.04184500,"Mile End Rd, London, UK"
"Narrow Street, Stepney E1, London, UK, London, UK",51.50943900,-0.03582270,"Narrow St, London E14, UK"
"Ormside Street, Camberwell, SE15, London, UK, London, UK",51.48311010,-0.05562800,"Ormside St, London SE15, UK"
"65 Drakefell Road, Brokeley, SE4, London, UK, London, UK",51.46635300,-0.04547680,"65 Drakefell Rd, London SE14, UK"
"Sheridan Street Stepney E1, London, UK, London, UK",51.52222540,-0.04915740,"Stepney, London E1, UK"
"150 Erlanger Road, Newcross, SE14, London, UK, London, UK",51.46926990,-0.04624230,"150 Erlanger Rd, London SE14 5TJ, UK"
"Shadwell Lane, Stepney E1, London, UK, London, UK",51.51171680,-0.05504530,"Shadwell Pl, London E1, UK"
"63 Cressingham Road, Lewisham, SE13, London, UK, London, UK",51.46475240,-0.00767180,"63 Cressingham Rd, Blackheath, London SE13 5AQ, UK"
"64 Wickham Road, Brockley, SE4, London, UK, London, UK",51.46449100,-0.03214150,"64 Wickham Rd, London SE4 1LS, UK"
"24 Oldfield Road, Rotherhithe, SE16, London, UK, London, UK",51.49057050,-0.04651960,"24 Oldfield Grove, London SE16 2TA, UK"
"13 Pedro St, Clapton E5, London, UK, London, UK",51.55621430,-0.04028800,"13 Pedro St, Lower Clapton, London E5 0BQ, UK"
"Street Leonard's Avenue, Poplar E14, London, UK, London, UK",51.52602710,-0.01153820,"St Leonard's St, London E14, UK"
"Millwall Recreation Ground, E14, London, UK, London, UK",51.51092940,-0.01656360,"Poplar Recreation Ground / Poplar Station (Stop E), London E14 0AE, UK"
"Globe Rope Works, East Ferry Road, , Millwall E14, London, UK, London, UK",51.49352160,-0.01444010,"E Ferry Rd, London E14, UK"
"A Yard Millwall Docks, E14, London, UK, London, UK",51.49890920,-0.02455190,"London E14 8LH, UK"
"Cantrell Road, E3, London, UK, London, UK",51.52167350,-0.02685580,"Cantrell Rd, London E3, UK"
"Yeoman Street, Deptford SE8, London, UK, London, UK",51.49170780,-0.03961320,"Yeoman St, London SE8, UK"
"31 Preston Street, Bethnal Green, E2, London, UK, London, UK",51.54797940,-0.24927580,"31 Preston Gardens, London NW10 9EJ, UK"
"Vesey Street, Poplar E14, London, UK, London, UK",51.51057620,-0.01342260,"Vesey Path, London E14, UK"
"Brunswick Square, WC1, London, UK, London, UK",51.52423560,-0.12258320,"Brunswick Square, London WC1N, UK"
"Tamar Street, Charlton, SE7, London, UK, London, UK",51.49229020,0.04530830,"Tamar St, London SE7, UK"
"Holbeach Road Catford, SE6, London, UK, London, UK",51.44727080,-0.02208180,"Holbeach Rd, London SE6, UK"
"Catford Greyhound Staium, Catford SE6, London, UK, London, UK",51.43620680,-0.01754870,"London SE6, UK"
