query,lat,lng,formatted
"Mountsfeild park, Catford SE6, London, UK, London, UK",51.44741760,-0.00955650,"Mountsfield Park, The Lodge, Stainton Rd, London SE6 1AN, UK"
"7, King John Street, Poplar, Greater London, E1 3, London, UK, London, UK",51.51755900,-0.04384140,"King John St, Stepney Green, London E1, UK"
"276 Newcros Road, Newcross SE14, London, UK, London, UK",51.47511190,-0.03945500,"276 New Cross Rd, London SE14, UK"
"131, Street Leonards Street, Leonards RD, Poplar, E14, London, UK, London, UK",51.51543860,-0.01106820,"St. Leonards Rd, London E14, UK"
"Emmott Street E1, London, UK, London, UK",51.52203450,-0.03758920,"Emmott Cl, London E1, UK"
"Molassine Wharf, Greenwich, SE, London, UK, London, UK",51.48084960,-0.00292900,"London SE10, UK"
"Newcross Gate Railway Station, Newcross, SE14, London, UK, London, UK",51.47503680,-0.04034210,"New Cross Gate, New Cross Rd, London SE14 6AR, UK"
"1-6 Old Field Road, Rotherine, Se16, London, UK, London, UK",51.49085480,-0.04675260,"1 Oldfield Grove, London SE16 2NA, UK"
"103 Skidmore Street, Stepney E1, London, UK, London, UK",51.52222540,-0.04915740,"Stepney, London E1, UK"
"30 East Ferry Road, Cubitt Town, E14, London, UK, London, UK",51.49889490,-0.01059610,"30 E Ferry Rd, London E14 3LA, UK"
"Grace Street, Bromley, E3, London, UK, London, UK",51.52637800,-0.01319930,"Grace St, London E3, UK"
"14 Talwin Street, Bromley E3, London, UK, London, UK",51.52561850,-0.01257390,"14 Talwin St, London E3, UK"
"16 Talwin Street, Bromley, E3, London, UK, London, UK",51.52517270,-0.01494570,"16 Talwin St, London E3 3NP, UK"
"63 Stebondale Street, Cubitt Town, E14, London, UK, London, UK",51.49036270,-0.00845910,"63 Stebondale St, London E14 3BX, UK"
"Glengall Grove, E14, London, UK, London, UK",51.49565560,-0.01240220,"Glengall Grove, London E14, UK"
"174 Glengall grove, Cubitt Town, E14, London, UK, London, UK",51.49614380,-0.01360070,"174 Glengall Grove, London E14, UK"
"172 Glengall Grove Cubitt Town, E14, London, UK, London, UK",51.49614380,-0.01360070,"172 Glengall Grove, London E14, UK"
"Alfred Street, Bow, E3, London, UK, London, UK",51.52822620,-0.02617280,"Alfred St, Bow, London E3, UK"
"26 Ely Terrace, Stepney E1, London, UK, London, UK",51.51865810,-0.10711280,"26 Ely Pl, London EC1N 6TD, UK"
"Heybridge Avenue, SW16, London, UK, London, UK",51.41906030,-0.12261820,"Heybridge Ave, London SW16, UK"
"176, Glengall Grove, Cubitt Town, E14, London, UK, London, UK",51.49614380,-0.01360070,"176 Glengall Grove, London E14, UK"
"171 Stebondale Street, Cubitt Town, E14, London, UK, London, UK",51.49098690,-0.00815300,"171 Stebondale St, London E14, UK"
"124 Stebondale Street, Cubitt Town, E14, London, UK, London, UK",51.49104640,-0.00789180,"124 Stebondale St, London E14, UK"
"Purcell Place, Hackney, E9, London, UK, London, UK",51.53269320,-0.08149010,"Purcell St, London N1, UK"
"Commercial RD, E, London, UK, London, UK",51.51360930,-0.04925800,"Commercial Rd, London, UK"
"171, St. Asaph's Road, Brokerly SE4, London, UK, London, UK",51.46425460,-0.04107440,"171 St Asaph Rd, London SE4 2DY, UK"
"28 Harcourt Road, Brockley, SE4, London, UK, London, UK",51.46173220,-0.03670660,"28 Harcourt Rd, London SE4 2AJ, UK"
"Amesbury Avenue, Streatham, SW16, London, UK, London, UK",51.43790890,-0.12158250,"Amesbury Ave, London SW2, UK"
"Bancroft Rd, Tower Hamlets, London E1, London, UK, London, UK",51.52490050,-0.04393240,"Bancroft Rd, Bethnal Green, London E1, UK"
"86 Ernest Street, Stepney E1, London, UK, London, UK",51.52157140,-0.04201550,"86 Ernest St, London E1, UK"
"Pier Road, North Woolwich, E16, London, UK, London, UK",51.50042580,0.06332930,"Pier Rd, London E16, UK"
"Wearside Road, Lewisam, SE13, London, UK, London, UK",51.45706680,-0.01611410,"Wearside Rd, London SE13, UK"
"Furze Street E3, London, UK, London, UK",51.51781170,-0.02149430,"Furze St, London E3, UK"
"Eaton Place E9, London, UK, London, UK",51.49674940,-0.15324650,"Eaton Pl, London SW1, UK"
"Silk Mills Path, Lewisham SE13, London, UK, London, UK",51.46551710,-0.01175900,"Silk Mills Path, London SE13, UK"
"60 Buckhill Road, Eltham, SE9, London, UK, London, UK",51.45063380,0.05708620,"Eltham, London SE9, UK"
"Canadian Produce Warehouse, Swedish Yard, Surrey, Commercial Docks, SE16, London, UK, London, UK",51.50721780,-0.12758620,"London, UK"
"55, Glengarnock Avenue, Cubitt town E14, London, UK, London, UK",51.48936730,-0.00689070,"55 Glengarnock Ave, London E14 3DR, UK"
"45, Glengarnock Avenue, Cubitt town E14, London, UK, London, UK",51.48935380,-0.00826700,"45 Glengarnock Ave, London E14 3BP, UK"
"34, Glengarnock Avenue, Cubbit town E14, London, UK, London, UK",51.48925230,-0.00778480,"34 Glengarnock Ave, London E14 3BP, UK"
"1 Pennyfields, London, UK
Poplar, London E14 8, London, UK, London, UK",51.50968880,-0.02497590,"LA'CHI, 1 Pennyfields, London E14 8HP, UK"
"Manchester Road, Cubitt Town E14, London, UK, London, UK",51.49447190,-0.00849490,"Manchester Rd, London E14, UK"
"Hornlane East, Greenwich SE10, London, UK, London, UK",51.48835070,0.01801860,"Horn Ln, London SE10, UK"
"Glenarm Road, Clapton, E5, London, UK, London, UK",51.55299250,-0.04655950,"Glenarm Rd, Lower Clapton, London E5, UK"
"Butcher Row. Cable Street- Stepney E1, London, UK, London, UK",51.51167060,-0.04209450,"Cable St & Butcher Row, London E1W 3EP, UK"
"Belford Grove, Woolwich, SE18, London, UK, London, UK",51.48811060,0.06063400,"Belford Grove, London SE18, UK"
"Parry Place Woolwich Se18, London, UK, London, UK",51.49038440,0.07207390,"Parry Pl, London SE18, UK"
"Burrage Road SE18, London, UK, London, UK",51.48645350,0.07354380,"Burrage Rd, London SE18, UK"
"Corborn Street, London, E3 2AB, London, UK, London, UK",51.52787340,-0.02970290,"Coborn St, Bow, London E3 2AB, UK"
"50 Ordnance Crescent, Greenwich SE10, London, UK, London, UK",51.50095220,-0.00044200,"50 Ordnance Cres, London SE10, UK"
"Canada yard, Surrey, Commercial Docks, SE16, London, UK, London, UK",51.49897140,-0.04534560,"Canada St, London SE16, UK"
"40 and 42 Blackthorn Street Bow, E3, London, UK, London, UK",51.52076730,-0.02044450,"42 Blackthorn St, London E3, UK"
"Folly House Barge Roads, Blackwall Reach, E, London, UK, London, UK",51.50875270,-0.00672160,"1A Prestage Wy, Blackwall, London E14 9QE, UK"
"Barnes Street. Redmond Lane. Old Church Road. Head Street. Caroline Street- Stepney E1, London, UK, London, UK",51.51396450,-0.04514430,"Old Church Rd, Stepney Green, London E1, UK"
"Princes Rise, Lewisham, SE13, London, UK, London, UK",51.46822260,-0.01014870,"Princes Rise, London SE13, UK"
"Lewisham Hill, Lewisham SE13, London, UK, London, UK",51.46766000,-0.00912010,"Lewisham Hill, London SE13, UK"
"Durham Row, Tower Hamlets London E1 ONP, London, UK, London, UK",51.51740860,-0.04063640,"Durham Row, London E1, UK"
"19 Boyne Road, Lewisham, SE13, London, UK, London, UK",51.46421270,-0.00805480,"19 Boyne Rd, Blackheath, London SE13 5AL, UK"
"Upper Quebec Yard, Surrey, Se16, London, UK, London, UK",51.49847190,-0.04185420,"Quebec Way, London SE16, UK"
"102 West Ferry Road, Millwall E14, London, UK, London, UK",51.49829000,-0.02589760,"102 Westferry Rd, London E14 8JE, UK"
"104 West Ferry Road, Millwall E14, London, UK, London, UK",51.49829000,-0.02589760,"104 Westferry Rd, London E14 8JE, UK"
"Glengall Wharf, Millwall E14, London, UK, London, UK",51.48258100,-0.07230440,"Glengall Wharf Garden, 64 Glengall Rd, London SE15 6NF, UK"
"Union Road, Millwall E14, London, UK, London, UK",51.46971190,-0.13193520,"Union Rd, London, UK"
"Lying at Lollar Wharf, London, UK, London, UK",51.50543060,-0.02353330,"Canary Wharf, London E14, UK"
"Hutchings Wharf, Hutchings street, West Ferry Road, Millwall E14, London, UK, London, UK",51.49894990,-0.02643050,"Hutchings Wharf, 1 Hutching's St, London E14 8JY, UK"
"Pelican Passage, Cambridge Heath Road, E1, London, UK, London, UK",51.52402090,-0.05489870,"Cambridge Heath Rd & Pelican Passage, London E1 5QJ, UK"
"Whitman Road, Bow E3, London, UK, London, UK",51.52462020,-0.03708890,"Whitman Rd, London E3, UK"
"Walker Street, E14, London, UK, London, UK",51.46456400,-0.21616800,"Walker's Pl, London SW15, UK"
"3 Orchard Place, Blackheath, SE3, London, UK, London, UK",51.46863580,-0.00214090,"3 The Orchard, Blackheath, London SE3 0QU, UK"
"Walter Terrace, Poplar, Greater London, E1 , London, UK, London, UK",51.51579460,-0.04367660,"Walter Terrace, Stepney Green, London E1, UK"
"198 Lewisham High Street, Lewisham, SE13, London, UK, London, UK",51.45934060,-0.01197930,"198 Lewisham High St, London SE13 6LG, UK"
"Otis Street, Bromley, E3, London, UK, London, UK",51.52707440,-0.01016110,"Otis St, London E3, UK"
"Trinity Wharf, Rotherhithe Street S.E.16, London, UK, London, UK",51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK"
"38 Collent Street, E9, London, UK, London, UK",51.54400360,-0.04748900,"38 Collent St, London E9, UK"
"Aberdeen Wharf 94 \Wapping High Street, Tower Hamlets, London E1W 2ND, London, UK, London, UK",51.50322230,-0.05872910,"Aberdeen Wharf, 94 Wapping High St, London E1W 2ND, UK"
"St. Leonard's Street, Bromley E3, London, UK, London, UK",51.52763080,-0.01333800,"St Leonard's St, London, UK"
"St. Paul's Way, E3, London, UK, London, UK",51.51755820,-0.02829130,"St Paul's Way, London E3, UK"
"Rhodeswell Road, E, London, UK, London, UK",51.51647070,-0.03324130,"Rhodeswell Rd, London, UK"
"Timothy Road, Poplar, Greater London E3 4, London, UK, London, UK",51.52814830,-0.02054160,"London E3, UK"
"Cavell Street- Stepney E1, London, UK, London, UK",51.51692610,-0.05720040,"Cavell St, London E1, UK"
"391 Mile End Road, E, London, UK, London, UK",51.52516710,-0.03519290,"391 Mile End Rd, Bow, London E3 4QS, UK"
"Surbartic House, Larkhall lane, Clapham, SW4, London, UK, London, UK",51.47070060,-0.13171590,"Larkhall Ln, London SW4, UK"
"Folly House Buoy, Blackwall Reach, E, London, UK, London, UK",51.50875270,-0.00672160,"1A Prestage Wy, Blackwall, London E14 9QE, UK"
"Girdlers Road West Kensington w14, London, UK, London, UK",51.49581870,-0.21669330,"Girdlers Rd, London W14, UK"
"121 Vauxhall Bridge Road, Pimlico SW1, London, UK, London, UK",51.49231420,-0.13706010,"121 Vauxhall Bridge Rd, London SW1V 2SP, UK"
"65 Effra Road, Brixton SW2, London, UK, London, UK",51.45696750,-0.11321210,"Mosaic Clubhouse, 65 Effra Rd, London SW2 1BZ, UK"
"Summerley Street, Wandworth, SW18, London, UK, London, UK",51.44059880,-0.18859300,"Summerley St, London SW18, UK"
"61 Cleaver Street, SE11, London, UK, London, UK",51.48799030,-0.10952360,"61 Cleaver St, London SE11 4EA, UK"
"5 Ethelred Strret SE11, London, UK, London, UK",51.49145140,-0.11585130,"Lambeth, London SE11 6HU, UK"
"Caldecot Road, Camberwell, SE5, London, UK, London, UK",51.46972830,-0.09424220,"Caldecot Rd, London SE5, UK"
"31a Morecambe Street , SE17, London, UK, London, UK",51.48973720,-0.09271090,"31 Morecambe St, London SE17 1DX, UK"
"Browning Street, King and Queen Street, SE17, London, UK, London, UK",51.49016180,-0.09441880,"King and Queen St & Browning St, London SE17 1EH, UK"
"24 Coleridge Buildings, King and Queen Street, SE17, London, UK, London, UK",51.48944110,-0.09354680,"King and Queen St, London SE17, UK"
"43 Browing Street, SE17, London, UK, London, UK",51.49041780,-0.09414860,"43 Browning St, London SE17 1LU, UK"
"15 Manor Place, SE17, London, UK, London, UK",51.48914970,-0.09741150,"15 Manor Pl, London SE17 3BD, UK"
"Larcombe Street, SE17, London, UK, London, UK",51.48738090,-0.09237150,"London SE17, UK"
"Oldfield Grove, Rotherithe SE16, London, UK, London, UK",51.49023350,-0.04651920,"Oldfield Grove, London SE16 2TA, UK"
"99 Larkhall lane, Clapham SW4, London, UK, London, UK",51.47193800,-0.12960210,"99 Larkhall Ln, London SW4, UK"
"51 Paradise Road, Clapham, SW4, London, UK, London, UK",51.47240380,-0.12670940,"51 Paradise Rd, London SW4, UK"
"Vauxhall Bridge Road Pimlico SW1, London, UK, London, UK",51.49013080,-0.13269390,"Vauxhall Bridge Rd, Pimlico, London SW1, UK"
"7 Pembroke Gardens, Kensington w8, London, UK, London, UK",51.49532580,-0.20035350,"7 Pembroke Gardens, London W8 6HS, UK"
"Jeffreys Road, Clapham SW4, London, UK, London, UK",51.47114810,-0.12785690,"Jeffreys Rd, London SW4, UK"
"Peel House, Regency St, Horseferry Road SW1, London, UK, London, UK",51.49486280,-0.12953160,"Horseferry Rd, London SW1, UK"
"Vauxhall Walk, Lambeth, Se11, London, UK, London, UK",51.48985430,-0.12015780,"Vauxhall Walk, London SE11, UK"
"Stillington Street, Westminster, SW1, London, UK, London, UK",51.49420600,-0.13802410,"Stillington St, London SW1, UK"
"Lillington Street, Pimlico, SW1, London, UK, London, UK",51.49125370,-0.13602580,"Morgan House, 57 Vauxhall Bridge Rd, Lillington and Longmoore Gardens, London SW1V 2LF, UK"
"108, Earls Court Road, w8, London, UK, London, UK",51.49586290,-0.19689480,"108 Earls Ct Rd, London W8 6EG, UK"
"79-83c Lexham Gardens, w8, London, UK, London, UK",51.49569380,-0.19395260,"79 Lexham Gardens, London W8 5JE, UK"
"36 Willow Way, Sydenahm, SE26, London, UK, London, UK",51.43200170,-0.05909240,"36 Willow Way, London SE26 4QP, UK"
"Lydhurst Avenue, Streatham Hill, SW2, London, UK, London, UK",51.43686430,-0.11802370,"Lydhurst Ave, London SW2, UK"
"Keymer Road, SW2, London, UK, London, UK",51.43708630,-0.11971210,"Keymer Rd, London SW2, UK"
"Faygate Road, SW2, London, UK, London, UK",51.43831680,-0.12022480,"Faygate Rd, London SW2, UK"
"20 Albert Embankment, Se11, London, UK, London, UK",51.49105410,-0.12181240,"20 Albert Embankment, London SE1 7TJ, UK"
"Albert Embankment, SE11, London, UK, London, UK",51.49093570,-0.12236710,"Albert Embankment, London SE11, UK"
"Vauxhall Bridge Road, Pimlico, SW1, London, UK, London, UK",51.49013080,-0.13269390,"Vauxhall Bridge Rd, Pimlico, London SW1, UK"
"York Hill, West Norwood, SE27, London, UK, London, UK",51.43528010,-0.10628870,"York Hill, Norwood, London SE27, UK"
"Winton Lodge, Crown Lane Streatham, SW16, London, UK, London, UK",51.42314070,-0.11033880,"Crown Ln, London SW16, UK"
"Copenhagen Place, London, UK
Poplar, Greater London E14 7, London, UK, London, UK",51.51348650,-0.03134340,"Copenhagen Pl, London E14, UK"
"Bow Road E3, London, UK, London, UK",51.52751310,-0.02350280,"Bow Rd, London E3, UK"
"Salmon Lane, London, UK
Poplar, Greater London E14,, London, UK, London, UK",51.51408320,-0.03603400,"Salmon Ln, London E14, UK"
"38 Collingtree Road, SE26, London, UK, London, UK",51.42917750,-0.05633540,"38 Collingtree Rd, London SE26 4QG, UK"
"43 Ellerslie Square, Clapham SW4, London, UK, London, UK",51.45812740,-0.12784050,"Ellerslie Square Industrial Estate, Brixton Hill, London SW2, UK"
"5 Hermitage Lane, Streatham, SW16, London, UK, London, UK",51.41477390,-0.12332490,"5 Hermitage Ln, London SW16 3LH, UK"
"Stonhouse Street, Clapham, SW4, London, UK, London, UK",51.46362170,-0.13698060,"Stonhouse St, London SW4, UK"
"Alexandra Mansions, 140, Stonhouse Street, Clapham SW4, London, UK, London, UK",51.46330560,-0.13701200,"Alexandra Mansions, 140 Stonhouse St, London SW4 6BG, UK"
"Bellenden Road, Peckham, SE15, London, UK, London, UK",51.46968870,-0.07285980,"Bellenden Rd, London SE15, UK"
"18-34 and 13-39 (inclusive) (23 buildings), London, UK, London, UK",51.47294420,-0.08850650,"23, London, UK"
"Sheffield House, 3, 5 and 7 (3 buildings) , London, UK, London, UK",51.49362140,-0.28006330,"Power Rd, Chiswick, London W4 5PY, UK"
"Putney Heath, Putney SW15, London, UK, London, UK",51.45249280,-0.22950080,"Putney Heath, London SW15, UK"
"52 and 54 Danby Street, Peckham SE15, London, UK, London, UK",51.46629350,-0.07499180,"54 Danby St, London SE15 4BX, UK"
"31 Parkhouse Street, Peckham SE15, London, UK, London, UK",51.48108710,-0.08686810,"31 Parkhouse St, London SE5 7TQ, UK"
"160 Rye Lane Peckham, SE15, London, UK, London, UK",51.46790370,-0.06724460,"160 Rye Ln, London SE15 4NB, UK"
"Southamton Way, Peckham SE15, London, UK, London, UK",51.47579260,-0.07833700,"Southampton Way, London, UK"
"19 St. George's Way, Peckham SE15, London, UK, London, UK",51.48198490,-0.07715840,"19 St George's Way, London SE15 6BD, UK"
"Choumert Road, peckham SE15, London, UK, London, UK",51.46748780,-0.07241860,"Choumert Rd, London SE15, UK"
"Harris Street, Camberwell SE5, London, UK, London, UK",51.47778950,-0.08565290,"Harris St, London SE5, UK"
"Wells Way, Southwark, London SE5, United Kingdom, London, UK, London, UK",51.48107720,-0.08544620,"Wells Way, London SE5, UK"
"Bessemer Road, Camberwell, SE5, London, UK, London, UK",51.46903990,-0.09271920,"Bessemer Rd, London SE5, UK"
"88 Kennington Park Road, Se11, London, UK, London, UK",51.48814760,-0.10606080,"88 Kennington Park Rd, London SE11 4EE, UK"
"Westwood Park, Forest Hill, SE23, London, UK, London, UK",51.44580940,-0.06107920,"Westwood Park, London SE23, UK"
"Richmond Park, Roehampton, SW15, London, UK, London, UK",51.44118500,-0.27453200,"Richmond Park, Richmond, UK"
"9 Colworth Grove, Browing Street, SE17, London, UK, London, UK",51.49019280,-0.09573430,"9 Colworth Grove, London SE17 1LR, UK"
"Hayles Stret. St. George's Road, SE11, London, UK, London, UK",51.49576790,-0.10367110,"St George's Rd & Hayles St, London SE1 6EP, UK"
"Colworth Grove, Browinging Street SE17, London, UK, London, UK",51.48984240,-0.09549560,"Colworth Grove & Browning St, London SE17 1LN, UK"
"Browning Street, SE17, London, UK, London, UK",51.49010660,-0.09457620,"Browning St, London SE17, UK"
"42 Braganza Street SE17, London, UK, London, UK",51.48683830,-0.10412310,"The Kennington Workshop, 42 Braganza St, London SE17 3RJ, UK"
"77 Brook Drive, SE11, London, UK, London, UK",51.49454940,-0.10782710,"77 Brook Dr, London SE11 4TU, UK"
"4g, Chapter Strret, Westminster SW1, London, UK, London, UK",51.49184520,-0.13285210,"4 Chapter St, London SW1P 4NR, UK"
"22 Horniman Drive, Forest hill, SE23, London, UK, London, UK",51.44455530,-0.05839360,"22 Horniman Dr, London SE23 3BP, UK"
"71 Casewick Road, West Norwood, Se27, London, UK, London, UK",51.42790460,-0.10789510,"71 Casewick Rd, Norwood, London SE27 0TB, UK"
"96 Longley Road Tooting, SW17, London, UK, London, UK",51.42092180,-0.16688150,"96 Longley Rd, London SW17 9LD, UK"
"125 Wavertree Road, Streatham hill, SW2, London, UK, London, UK",51.43978580,-0.11693630,"125 Wavertree Rd, London SW2 3SN, UK"
"Morval Road, Brixton, SW2, London, UK, London, UK",51.45601620,-0.11283380,"Morval Rd, London SW2, UK"
"Barrow Road, Streamtham, SW16, London, UK, London, UK",51.42129510,-0.13308480,"Barrow Rd, London SW16, UK"
"Bladen Court, Barrow Road, SW16, London, UK, London, UK",51.42129510,-0.13308480,"Barrow Rd, London SW16, UK"
"Crescent Grove, Clapham, SW4, London, UK, London, UK",51.45977450,-0.13807580,"Crescent Grove, London SW4, UK"
"29 Tyrell Road, East Dulwich, SE2, London, UK, London, UK",51.45850900,-0.06878150,"29 Tyrrell Rd, London SE22 9NA, UK"
"Garratt Lane, Tooting, Sw17, London, UK, London, UK",51.43203400,-0.17733740,"Garratt Ln, London SW17, UK"
"71 Graveney Road, tooting SW17, London, UK, London, UK",51.42967270,-0.17017040,"71 Graveney Rd, London SW17 0EJ, UK"
"Brook Drive, Se11, London, UK, London, UK",51.49409370,-0.10695800,"Brook Dr, London SE11, UK"
"6 Boulcott Street, E1, London, UK, London, UK",51.51292970,-0.04216790,"6 Boulcott St, London E1, UK"
"12 Kingsmead Road, Streatham, SW16, London, UK, London, UK",51.43781770,-0.11164330,"12 Kingsmead Rd, London SW2 3JB, UK"
"Turguand Street, Walworth, SE17, London, UK, London, UK",51.49054300,-0.09445520,"Turquand St, London SE17, UK"
"Georgette Place Greenwich SE10, London, UK, London, UK",51.47639140,-0.00802300,"Georgette Pl, London SE10, UK"
"47 Orient Street, Kennington SE11, London, UK, London, UK",51.49428380,-0.10532700,"47 Orient St, London SE11 4SR, UK"
"41 Church Road, Brixton, SW2, London, UK, London, UK",51.54308050,-0.25420290,"41 Church Rd, London NW10 9EH, UK"
"Turner's Rd, London, UK
Tower Hamlets, London E3, London, UK, London, UK",51.51685660,-0.03214940,"Turners Rd, London E3, UK"
"Acland Street and Acland Street Streatfild Street, London, UK, London, UK",51.50721780,-0.12758620,"London, UK"
"St. Paul's Road, Islington, n1, London, UK, London, UK",51.54720320,-0.09448880,"St Paul's Rd, London N1, UK"
"Harrow Road, w2, London, UK, London, UK",51.52060570,-0.18138040,"Harrow Rd, London W2, UK"
"42 Norman Road, Greenwich, SE10, London, UK, London, UK",51.47934860,-0.01715580,"42 Norman Rd, London SE10 9FX, UK"
"293 Leighham Court Road, Streatham, SW16, London, UK, London, UK",51.42812540,-0.11440990,"293 Leigham Ct Rd, Norwood, London SW16 2RZ, UK"
"218 Leigham Court Road, Streatham, Sw16, London, UK, London, UK",51.42895160,-0.11472010,"218 Leigham Ct Rd, London SW16 2RB, UK"
"190 Underhill Road, East Dulwich, SE22, London, UK, London, UK",51.45356510,-0.06719860,"190 Underhill Rd, London SE22, UK"
"Garratt Lane, Tooting SW17, London, UK, London, UK",51.43203400,-0.17733740,"Garratt Ln, London SW17, UK"
"Crownstone Road, Brixton, SW2, London, UK, London, UK",51.45584640,-0.11521030,"Crownstone Rd, London SW2, UK"
"Longfellow Road e3, London, UK, London, UK",51.57541370,-0.02587130,"Longfellow Rd, London E17, UK"
"110 Kimberlet Avenue, Camberwell SE15, London, UK, London, UK",51.46635210,-0.05358450,"110 Kimberley Ave, London SE15 3XG, UK"
"Riverside Greenwich SE10, London, UK, London, UK",51.49337870,0.02678570,"Riverside, London SE7, UK"
"Parkhouse Street, Peckham, SE15, London, UK, London, UK",51.48076960,-0.08719190,"Parkhouse St, London SE5, UK"
"Maudsley Hospital, Denmark Hill, Southwark, London SE5 8AZ, London, UK, London, UK",51.46875900,-0.09200930,"Denmark Hill, London SE5 8AZ, UK"
"1 Uffington Road, West Noorwood, SE27, London, UK, London, UK",51.42900830,-0.11201780,"1 Uffington Rd, Norwood, London SE27 0RW, UK"
"900 Garratt Lane, Tooting, SW17, London, UK, London, UK",51.42929670,-0.17224510,"900 Garratt Ln, London SW17 0NB, UK"
"112 Downton Avenue, Streatham Hill, SW2, London, UK, London, UK",51.43923690,-0.11942780,"112 Downton Ave, London SW2 3TT, UK"
"Hillside Road, Tulse Hill, SW2, London, UK, London, UK",51.43923200,-0.11507320,"Hillside Rd, London SW2, UK"
"52 Palace Road, Tulse Hill, SW2, London, UK, London, UK",51.43975550,-0.11528100,"52 Palace Rd, London SW2 3NJ, UK"
"Leigham Courrt Road, Streatham SW16, London, UK, London, UK",51.43332120,-0.11931300,"Leigham Ct Rd, London SW16, UK"
"45 Furthergreen Road, Catford, SE13, London, UK, London, UK",51.44256390,0.00510960,"45 Further Green Rd, London SE6 1JG, UK"
"4 Knatchbull Road, Camberwell, SE5, London, UK, London, UK",51.47448690,-0.09831590,"4 Knatchbull Rd, London SE5 9QS, UK"
"20 County Grove,  SE5, London, UK, London, UK",51.47497730,-0.09813600,"20 County Grove, London SE5 9LE, UK"
"County Grove SW5, London, UK, London, UK",51.47543160,-0.09869910,"County Grove, London SE5, UK"
"Sandmere Road, Clapham, SW4, London, UK, London, UK",51.46239810,-0.12569850,"Sandmere Rd, London SW4, UK"
"Acre Lane, Brixton, SW2, London, UK, London, UK",51.45972870,-0.12217250,"Acre Ln, London SW2, UK"
"22-24, Pllumstead Road, Plumstead SE18, London, UK, London, UK",51.49080160,0.07239080,"22 Plumstead Rd, London SE18 7BZ, UK"
"29-65 Haddo Street, Greenwich SE10, London, UK, London, UK",51.48044200,-0.01389450,"29 Haddo St, London SE10 9RN, UK"
"253 Leigham Court Road, Streatham, SW16, London, UK, London, UK",51.43036030,-0.11398250,"253 Leigham Ct Rd, Norwood, London SW16 2SB, UK"
"Flat 5, 17, Cranworth Gardens, Brixton, SW9, London, UK, London, UK",51.47559670,-0.11387600,"5, 17 Cranworth Gardens, London SW9 0NS, UK"
"Clinton Road, Tower Hamlets London E3, London, UK, London, UK",51.52693200,-0.03727500,"Clinton Rd, Bow, London E3, UK"
"Southwark, London SE1, London, UK, London, UK",51.50278100,-0.08773800,"Southwark, London SE1 3SS, UK"
"Newington Causeway, London SE1, , London, UK, London, UK",51.49736580,-0.09890490,"Newington Causeway, London SE1, UK"
"Caldwell Street, Brixton SW9, London, UK, London, UK",51.47695930,-0.11482820,"Caldwell St, London SW9, UK"
"Caldwell St, London, UK
Lambeth, London SW9, London, UK, London, UK",51.47695930,-0.11482820,"Caldwell St, London SW9, UK"
"157 Ernest Street, E1, London, UK, London, UK",51.52159000,-0.04192590,"Ernest St, London E1, UK"
"Emmett Street E14, London, UK, London, UK",51.50975020,-0.01759500,"London E14, UK"
"Odessa St, Southwark, London SE16, London, UK, London, UK",51.49777250,-0.03375780,"Odessa St, London SE16, UK"
"Bazeley Street, Poplar E14, London, UK, London, UK",51.50997740,-0.01089170,"Bazely St, London E14, UK"
"4 Southey Road, Brixton SW9, London, UK, London, UK",51.47622080,-0.11314730,"4 Southey Rd, London SW9 6BA, UK"
"Southey Road, Brixton SW9, London, UK, London, UK",51.47623870,-0.11354450,"Southey Rd, London SW9, UK"
"146-150, Brixton Road, SW9, London, UK, London, UK",51.47540730,-0.11277100,"146 Brixton Rd, London SW9, UK"
"Brixton Road, Brixton SW9, London, UK, London, UK",51.47119890,-0.11257540,"Brixton Rd, London SW9, UK"
"Pratt Walk, London, UK
Lambeth, London SE11, London, UK, London, UK",51.49464260,-0.11716980,"Pratt Walk, London SE11, UK"
"56 Rogers Road, Tooting, SW17, London, UK, London, UK",51.43143640,-0.17257120,"56 Rogers Rd, London SW17 0EA, UK"
"18 Hereford Street, Bethnal Green, e2, London, UK, London, UK",51.52416300,-0.06590040,"18 Hereford St, London E2 6EX, UK"
"Devons RD E3, London, UK, London, UK",51.52216000,-0.01829370,"Devons Rd, London E3, UK"
"Cantrell RD E3, London, UK, London, UK",51.52167350,-0.02685580,"Cantrell Rd, London E3, UK"
"Drawdrock Road, Tunnel Avenue, Greenwich SE10, London, UK, London, UK",51.49286780,0.00716580,"Tunnel Ave, London SE10, UK"
"Lying at Pipers Wharf, Riverside, Greenwich, SE10, London, UK, London, UK",51.49337870,0.02678570,"Riverside, London SE7, UK"
"Sandford Street SE14, London, UK, London, UK",51.48003070,-0.04102410,"Sanford St, London SE14, UK"
"Culloden Street, E14, London, UK, London, UK",51.51371710,-0.00782580,"Culloden St, Aberfeldy Village, London E14 0PD, UK"
"239 East India Dock Road, Poplar, E14, London, UK, London, UK",51.51148880,-0.01065540,"239 E India Dock Rd, London E14 0EG, UK"
"Lower Buoy, Limehouse Reach E, London, UK, London, UK",51.51105980,-0.03666520,"Limehouse, London, UK"
"Nunhead Lane, Camberwell SE15, London, UK, London, UK",51.46423840,-0.06107160,"Nunhead Ln, London SE15, UK"
"Lollard Street SE11, London, UK, London, UK",51.49224080,-0.11355700,"Lollard St, London SE11, UK"
